v133_rawvalue,statecode,countycode,v133_numerator,v133_denominator
7.7,56,029,0.079950519,0.134
7.7,56,031,0.043427303,0.154
7.7,56,033,0.089617747,0.131
8.2,56,035,0.042679118,0.131
7.7,56,037,0.052266239,0.149
8.7,56,039,0.038117524,0.111
8.5,56,041,0.01374147,0.132
8.3,56,043,0.030680474,0.132
7.6,56,045,0.08751015,0.136
7.4,00,000,0.061001965,0.135
5.3,01,000,0.087605485,0.174
7.1,02,000,0.078687888,0.128
6.8,04,000,0.086799741,0.131
4.4,05,000,0.10015975,0.186
8.7,06,000,0.032343807,0.126
8.5,08,000,0.050443867,0.115
8.2,09,000,0.042683857,0.129
8,10,000,0.062950079,0.118
9.7,11,000,0.016061023,0.11
7.1,12,000,0.075920856,0.132
6.3,13,000,0.100236852,0.131
7.8,15,000,0.0535784,0.131
7.6,16,000,0.079204629,0.114
8.4,17,000,0.04830637,0.12
6.5,18,000,0.086549886,0.139
8.5,19,000,0.056734884,0.108
6.8,20,000,0.084397924,0.131
6.6,21,000,0.063943268,0.157
4.8,22,000,0.106627643,0.169
8.4,23,000,0.035417892,0.13
8.7,24,000,0.035556219,0.122
9.3,25,000,0.039275695,0.102
7.1,26,000,0.063779088,0.142
9,27,000,0.056944651,0.094
3.9,28,000,0.113741429,0.188
6.6,29,000,0.072361907,0.15
7.7,30,000,0.072508015,0.117
7.6,31,000,0.056493586,0.136
7.1,32,000,0.061482897,0.144
9.4,33,000,0.042314984,0.097
9.2,34,000,0.036519278,0.107
4.7,35,000,0.130399276,0.152
8.7,36,000,0.023844279,0.134
6.8,37,000,0.075006454,0.14
8.9,38,000,0.068571763,0.085
7,39,000,0.068698255,0.141
5.5,40,000,0.088662881,0.167
8,41,000,0.046660729,0.131
8.5,42,000,0.045875025,0.119
8.8,44,000,0.046714009,0.109
6.5,45,000,0.097501848,0.128
7.3,46,000,0.084804182,0.117
6.4,47,000,0.088729312,0.14
5.7,48,000,0.083498174,0.164
8,49,000,0.057895119,0.123
9.1,50,000,0.029741454,0.117
8.8,51,000,0.04437811,0.111
8.5,53,000,0.050759088,0.115
6.5,54,000,0.075040693,0.15
8.8,55,000,0.050005492,0.105
6.5,56,000,0.079555542,0.144
